channel,f_stat,p_value
019,1.9142865621252618,0.09095345619342991
023,1.0927004545858354,0.3638448357087389
029,1.3116517414760784,0.2580992045381765
030,0.9452967522428144,0.4514905749572431
043,2.4171012124034648,0.035498143578493874
045,0.9588323385757573,0.4428951945789268
