channel,start_position,group1,group2,mean_diff,t_stat,p_uncorrected,p_bonf,reject
023,31,13,14,-0.08812322933639827,-0.11033385031653478,0.9129066430239781,1.0,False
023,31,13,15,0.7879588794773591,0.7037226390625708,0.4950264764506104,1.0,False
023,31,13,16,-0.5450461306429304,-0.7518693858814132,0.45826550574982416,1.0,False
023,31,14,15,0.8760821088137574,0.7858114335872098,0.4473569694772067,1.0,False
023,31,14,16,-0.4569229013065321,-0.6368743205670135,0.5289572244095035,1.0,False
023,31,15,16,-1.3330050101202895,-1.2536843588360285,0.23797627340438532,1.0,False
023,32,11,13,1.9794745037163892,1.9117154203023412,0.06812367552084111,0.6812367552084111,False
023,32,11,14,1.052913576885837,1.0472339767120764,0.3043166873907285,1.0,False
023,32,11,15,0.3826531015144301,0.32563123189677834,0.7476799113115874,1.0,False
023,32,11,16,1.5930250299244975,1.1453728229939821,0.27068594308039506,1.0,False
023,32,13,14,-0.9265609268305521,-0.9417995159646863,0.3564526193603186,1.0,False
023,32,13,15,-1.5968214022019591,-1.380519228172799,0.1824274333778904,1.0,False
023,32,13,16,-0.38644947379189176,-0.2809930130769238,0.7829515712487669,1.0,False
023,32,14,15,-0.670260475371407,-0.5932102349648872,0.5593613579078088,1.0,False
023,32,14,16,0.5401114530386604,0.3992422732028734,0.6960747233581568,1.0,False
023,32,15,16,1.2103719284100674,0.8159971376275931,0.4263291170067063,1.0,False
023,33,11,12,-0.6109274625486751,-0.4922323517625841,0.627784989765527,1.0,False
023,33,11,14,-0.9414131199526068,-0.9590207189325882,0.3457733689381468,1.0,False
023,33,11,15,-0.8888973514321368,-0.8506838470986495,0.4031961856368643,1.0,False
023,33,11,16,0.1383811943019051,0.13682096443358444,0.892263801951529,1.0,False
023,33,12,14,-0.33048565740393165,-0.2685060644095169,0.7910982834242614,1.0,False
023,33,12,15,-0.27796988888346164,-0.2168473407546692,0.8304734865998799,1.0,False
023,33,12,16,0.7493086568505802,0.5972027213081809,0.5571220094229306,1.0,False
023,33,14,15,0.05251576852047002,0.050854867729147754,0.9598795256217224,1.0,False
023,33,14,16,1.0797943142545119,1.081166601356897,0.2905858608870826,1.0,False
023,33,15,16,1.0272785457340419,0.968223877420101,0.3434961353692739,1.0,False
023,34,11,12,0.9365339168388083,0.73664471733655,0.4768328356910516,1.0,False
023,34,11,13,-0.11729282511748274,-0.12269623977342779,0.9035165848032005,1.0,False
023,34,11,15,0.7872234500624931,1.099068472733753,0.2843514548121277,1.0,False
023,34,11,16,0.12380295200271973,0.14643701479352428,0.8848067433375506,1.0,False
023,34,12,13,-1.053826741956291,-0.7811391730634845,0.44875729606407677,1.0,False
023,34,12,15,-0.1493104667763152,-0.12533317597444427,0.9030716066577373,1.0,False
023,34,12,16,-0.8127309648360885,-0.6383563191749574,0.5362166498244894,1.0,False
023,34,13,15,0.9045162751799758,1.0684010460956925,0.2999916931446538,1.0,False
023,34,13,16,0.24109577712020247,0.25156903216521337,0.8037087916519644,1.0,False
023,34,15,16,-0.6634204980597733,-0.9220911277914177,0.36568645459554394,1.0,False
023,35,11,12,-0.17213949491499925,-0.19120393736387134,0.8498348755383041,1.0,False
023,35,11,13,-0.47368099899973437,-0.5769169723769446,0.5693877313910214,1.0,False
023,35,11,14,-2.081761668296048,-1.4040570518187196,0.18851177506349387,1.0,False
023,35,11,16,-0.30049070191139116,-0.2940148693790143,0.7715577159421438,1.0,False
023,35,12,13,-0.3015415040847351,-0.39906952220453634,0.6929322481801212,1.0,False
023,35,12,14,-1.9096221733810488,-1.3192906654989567,0.21669000533135835,1.0,False
023,35,12,16,-0.1283512069963919,-0.13228903895216598,0.8960527793838271,1.0,False
023,35,13,14,-1.6080806692963137,-1.148995516511235,0.2808422904165486,1.0,False
023,35,13,16,0.17319029708834321,0.1930353889826557,0.8491813349621781,1.0,False
023,35,14,16,1.7812709663846569,1.1671614311690084,0.2665835365849399,1.0,False
023,36,11,12,-0.06377595007658954,-0.04851330638494386,0.9619718601954212,1.0,False
023,36,11,13,-0.21630004365090016,-0.24916378471326334,0.8055289792083093,1.0,False
023,36,11,14,0.3763928724929695,0.4527994401099855,0.6540407301164479,1.0,False
023,36,11,15,-1.067979533010794,-1.3135468836829838,0.2007250797372592,1.0,False
023,36,12,13,-0.15252409357431063,-0.11185097930928212,0.9123599873879097,1.0,False
023,36,12,14,0.440168822569559,0.3283663200574761,0.7470873244513139,1.0,False
023,36,12,15,-1.0042035829342044,-0.7554565529685531,0.46188388436157923,1.0,False
023,36,13,14,0.5926929161438697,0.6536033703464551,0.519954658286875,1.0,False
023,36,13,15,-0.8516794893598938,-0.9567844506127822,0.3498534435409054,1.0,False
023,36,14,15,-1.4443724055037634,-1.6908025297589775,0.10338487947433658,1.0,False
029,31,12,13,0.372456576764999,0.41143477054113725,0.6839343500870309,1.0,False
029,31,12,14,-0.8283473317369809,-0.929449216100851,0.3606173031089467,1.0,False
029,31,12,15,0.09938505851140089,0.10292225456985798,0.9191310426771839,1.0,False
029,31,12,16,-0.9716828944317886,-1.1731593453569924,0.2512125432862522,1.0,False
029,31,13,14,-1.20080390850198,-1.4431728485747846,0.1597411272500233,1.0,False
029,31,13,15,-0.2730715182535981,-0.2996470699206954,0.7681155873476648,1.0,False
029,31,13,16,-1.3441394711967876,-1.7587990460483363,0.08925295143923138,0.8925295143923139,False
029,31,14,15,0.9277323902483818,1.0338392145401472,0.31609170591314933,1.0,False
029,31,14,16,-0.14333556269480763,-0.19173929324648778,0.8491985962111774,1.0,False
029,31,15,16,-1.0710679529431895,-1.282919910080765,0.2202106593034748,1.0,False
029,32,11,13,0.14048234070577603,0.12923168022928483,0.8987345458733266,1.0,False
029,32,11,14,-0.941896590143787,-1.1099444502686446,0.27724340068650266,1.0,False
029,32,11,15,-0.3665930095025054,-0.4647831482022468,0.6462185413691228,1.0,False
029,32,11,16,1.7289185120727026,2.1293135787099984,0.04641335025265083,0.4641335025265083,False
029,32,13,14,-1.082378930849563,-0.9467344414958638,0.35592528640993404,1.0,False
029,32,13,15,-0.5070753502082814,-0.46115436169488616,0.6506542678445096,1.0,False
029,32,13,16,1.5884361713669266,1.4228811174070541,0.17348992419746875,1.0,False
029,32,14,15,0.5753035806412816,0.6654151793071491,0.5121442368222437,1.0,False
029,32,14,16,2.6708151022164897,3.015099703993517,0.006725857313348566,0.06725857313348566,False
029,32,15,16,2.095511521575208,2.528832602011532,0.020913910022789167,0.20913910022789167,False
029,33,11,12,-0.04853328655211797,-0.07120170399787192,0.9438451584661485,1.0,False
029,33,11,14,-1.0816555670668704,-1.0602415721165683,0.3025809180874925,1.0,False
029,33,11,15,-0.9473496162310013,-1.2583931984346686,0.22208483480086588,1.0,False
029,33,11,16,0.04744359752196381,0.052121039098493645,0.9590266476512742,1.0,False
029,33,12,14,-1.0331222805147524,-0.9736157847664931,0.3417312795973648,1.0,False
029,33,12,15,-0.8988163296788834,-1.113204629098955,0.277927433720499,1.0,False
029,33,12,16,0.09597688407408178,0.10040494248306105,0.9210754333841696,1.0,False
029,33,14,15,0.13430595083586905,0.12119333204584738,0.9046393773226659,1.0,False
029,33,14,16,1.1290991645888342,0.9250180711766927,0.3641967763738212,1.0,False
029,33,15,16,0.9947932137529651,0.9869944914749187,0.33508089183564693,1.0,False
029,34,11,12,-0.31288107867888737,-0.3549191059743828,0.7273399165574872,1.0,False
029,34,11,13,0.23871347114505426,0.2509169067801914,0.8045079987420529,1.0,False
029,34,11,15,-1.0774284579997904,-1.2040660824532454,0.24440491761967878,1.0,False
029,34,11,16,0.3647303454568931,0.35900643542102145,0.722969805571213,1.0,False
029,34,12,13,0.5515945498239416,0.8217946455098276,0.42198886977932126,1.0,False
029,34,12,15,-0.764547379320903,-1.2995134790257779,0.20716882095883887,1.0,False
029,34,12,16,0.6776114241357805,0.8916200227891868,0.3834289176093094,1.0,False
029,34,13,15,-1.3161419291448446,-1.911491315653414,0.06788798211389713,0.6788798211389713,False
029,34,13,16,0.12601687431183883,0.15002860573123006,0.8820075213115673,1.0,False
029,34,15,16,1.4421588034566835,1.8600573780476817,0.07516175975959441,0.751617597595944,False
029,35,11,12,1.1314150227245605,1.8075495230467364,0.08192702019564684,0.8192702019564684,False
029,35,11,13,0.9762816795608122,1.6137764726918031,0.11741976663829407,1.0,False
029,35,11,14,0.6340485905132045,0.8336144506960679,0.4197074295151145,1.0,False
029,35,11,16,0.4409089429063755,0.5656772504078795,0.5788765705787571,1.0,False
029,35,12,13,-0.15513334316374827,-0.24031621022365893,0.8117467944505385,1.0,False
029,35,12,14,-0.497366432211356,-0.6269963161203078,0.5403980001928732,1.0,False
029,35,12,16,-0.690506079818185,-0.8510804838635158,0.4052261067462949,1.0,False
029,35,13,14,-0.34223308904760774,-0.4405614599399446,0.6662968139473742,1.0,False
029,35,13,16,-0.5353727366544367,-0.6732036131888175,0.5090888093879251,1.0,False
029,35,14,16,-0.193139647606829,-0.2101119401344243,0.8361295357959153,1.0,False
029,36,11,12,0.9001261440771469,0.928357242258752,0.36263989789263895,1.0,False
029,36,11,13,1.2805784025290494,1.5135095665088318,0.14222144593662306,1.0,False
029,36,11,14,-0.24831351670776147,-0.2886582472807144,0.7748473092756398,1.0,False
029,36,11,15,-0.29457988741866004,-0.24273407707413264,0.8107244229207222,1.0,False
029,36,12,13,0.38045225845190256,0.4269943847586754,0.6743056048345885,1.0,False
029,36,12,14,-1.1484396607849083,-1.2697881572115248,0.21842447009260557,1.0,False
029,36,12,15,-1.194706031495807,-0.9593627380276031,0.3492376970511969,1.0,False
029,36,13,14,-1.528891919236811,-1.9841043431184127,0.058984716692026574,0.5898471669202657,False
029,36,13,15,-1.5751582899477095,-1.3675949831726795,0.18979918306761553,1.0,False
029,36,14,15,-0.04626637071089856,-0.03980945037083521,0.9687009427894897,1.0,False
030,31,12,13,0.5697398252451702,0.6102437208347506,0.5470808137437386,1.0,False
030,31,12,14,-0.6487895956635938,-0.8188138728125037,0.41957076575422525,1.0,False
030,31,12,15,-0.34996036042295664,-0.3542233954993546,0.7287054615503201,1.0,False
030,31,12,16,-0.6713010846671228,-0.8909434175959693,0.3797162587566658,1.0,False
030,31,13,14,-1.218529420908764,-1.2880563970105194,0.20886035875640796,1.0,False
030,31,13,15,-0.9197001856681268,-0.8248484898787934,0.42052216581715585,1.0,False
030,31,13,16,-1.241040909912293,-1.3582532091197062,0.18607912523951975,1.0,False
030,31,14,15,0.2988292352406372,0.2989228847722708,0.769425875761609,1.0,False
030,31,14,16,-0.02251148900352895,-0.029282192083533828,0.9768190584422,1.0,False
030,31,15,16,-0.32134072424416615,-0.3315663087177591,0.7455554177022858,1.0,False
030,32,11,13,-0.9783224587326389,-1.4120329622251595,0.17114207231871387,1.0,False
030,32,11,14,-1.4697554751546509,-1.8150494111965758,0.08168321923382835,0.8168321923382835,False
030,32,11,15,-0.5882490273178167,-0.814167187111441,0.42354974127248235,1.0,False
030,32,11,16,0.3153405530293458,0.5224142026152823,0.6066138323929227,1.0,False
030,32,13,14,-0.491433016422012,-0.6067012829426393,0.5501046796893263,1.0,False
030,32,13,15,0.3900734314148222,0.5396745957766776,0.5951043604742772,1.0,False
030,32,13,16,1.2936630117619847,2.1419898533774506,0.046739773772752555,0.4673977377275256,False
030,32,14,15,0.8815064478368342,1.055029694583318,0.3020397550255355,1.0,False
030,32,14,16,1.7850960281839967,2.4282283073756403,0.025183053768980914,0.2518305376898091,False
030,32,15,16,0.9035895803471625,1.4167905122530216,0.17359673050749058,1.0,False
030,33,11,12,0.9361156447610588,0.9952873101231839,0.329020204120385,1.0,False
030,33,11,14,-0.9593892639345407,-0.8841777003670681,0.384179267949332,1.0,False
030,33,11,15,1.0417817878847844,1.1597485125116147,0.2575948592049801,1.0,False
030,33,11,16,-0.3744713738189125,-0.3901071938809845,0.6996751193635647,1.0,False
030,33,12,14,-1.8955049086955995,-2.0023638317252126,0.05736006236735921,0.5736006236735921,False
030,33,12,15,0.10566614312372558,0.14574112654925905,0.8854816835221484,1.0,False
030,33,12,16,-1.3105870185799713,-1.6379824114864465,0.1156969476880336,1.0,False
030,33,14,15,2.001171051819325,2.2120885858437145,0.038121429567752205,0.3812142956775221,False
030,33,14,16,0.5849178901156282,0.6055786663358358,0.550686156874328,1.0,False
030,33,15,16,-1.4162531617036969,-1.8883760750288958,0.07278654091327198,0.7278654091327198,False
030,34,11,12,-0.7384043424890026,-0.6520229314609316,0.5251247163957978,1.0,False
030,34,11,13,0.030273135195866274,0.03408402576866899,0.973121056993199,1.0,False
030,34,11,15,-0.9739250741233798,-1.2574381492405626,0.2236301250736229,1.0,False
030,34,11,16,0.3641904865261303,0.42570922394667177,0.6744051724744196,1.0,False
030,34,12,13,0.7686774776848688,0.702454595909081,0.49512410861997613,1.0,False
030,34,12,15,-0.23552073163437726,-0.23453199222732526,0.8193849453784496,1.0,False
030,34,12,16,1.1025948290151328,1.0324863274188634,0.32228630075770226,1.0,False
030,34,13,15,-1.004198209319246,-1.3995643702254232,0.17620176552292702,1.0,False
030,34,13,16,0.333917351330264,0.4152019576139911,0.681791067211265,1.0,False
030,34,15,16,1.33811556064951,1.9776815329859805,0.0585952365187827,0.585952365187827,False
030,35,11,12,-0.28729500394681295,-0.4019863835203363,0.690965589461818,1.0,False
030,35,11,13,-0.3462433836235572,-0.4738199851247487,0.6392582780957753,1.0,False
030,35,11,14,-0.4818016273170125,-0.6687955669061916,0.5136343626117825,1.0,False
030,35,11,16,-0.053966116738743075,-0.08400782544871253,0.9337975447993441,1.0,False
030,35,12,13,-0.05894837967674427,-0.07328291936838324,0.9420678819897526,1.0,False
030,35,12,14,-0.19450662337019953,-0.24466034368528722,0.8094120527123506,1.0,False
030,35,12,16,0.23332888720806988,0.3218018125731374,0.750390082508714,1.0,False
030,35,13,14,-0.13555824369345526,-0.16746436662515363,0.8687012780127155,1.0,False
030,35,13,16,0.29227726688481415,0.394486546872518,0.6964395156981842,1.0,False
030,35,14,16,0.4278355105782694,0.5855125691710923,0.5670015088187452,1.0,False
030,36,11,12,0.5971251874382864,0.49050112305320176,0.6284645726285167,1.0,False
030,36,11,13,-0.9064249878409054,-0.83283731595882,0.41269129306073005,1.0,False
030,36,11,14,-0.2581367213870953,-0.25864965917664257,0.7977599640962392,1.0,False
030,36,11,15,-0.1274865322499883,-0.13012111800628978,0.8974585505037234,1.0,False
030,36,12,13,-1.5035501752791918,-1.279110684331333,0.21616934799131693,1.0,False
030,36,12,14,-0.8552619088253817,-0.7829542820831559,0.44387515770224306,1.0,False
030,36,12,15,-0.7246117196882746,-0.6736243141835853,0.5097080610091247,1.0,False
030,36,13,14,0.6482882664538101,0.684976011666652,0.5008724667580509,1.0,False
030,36,13,15,0.7789384555909171,0.8401339244303122,0.4111911796337985,1.0,False
030,36,14,15,0.13065018913710702,0.15947894709995644,0.8745786697817807,1.0,False
043,31,12,13,1.710622347770725,2.2897116201885455,0.030084499673329077,0.3008449967332908,False
043,31,12,14,-0.8909016416614763,-0.9666838896323318,0.3419543853606276,1.0,False
043,31,12,15,-0.2786556219241465,-0.22421702854219916,0.8267109740737021,1.0,False
043,31,12,16,0.8771040919516118,1.0433521461700919,0.30443753969912685,1.0,False
043,31,13,14,-2.6015239894322013,-3.022205296813676,0.005620128084304096,0.05620128084304096,False
043,31,13,15,-1.9892779696948715,-1.6599452222993094,0.12894090185639256,1.0,False
043,31,13,16,-0.8335182558191132,-1.0775651271804747,0.2891164928266182,1.0,False
043,31,14,15,0.6122460197373298,0.4658355802289519,0.6489697549977036,1.0,False
043,31,14,16,1.768005733613088,1.8745602031259752,0.07014410219300253,0.7014410219300253,False
043,31,15,16,1.1557597138757583,0.9181009581014553,0.3772980602347703,1.0,False
043,32,11,13,1.0183045919071443,1.4018702372825982,0.17760596824091313,1.0,False
043,32,11,14,0.37007526212841046,0.519081300636895,0.6085764795741531,1.0,False
043,32,11,15,-0.1114323517205209,-0.1458445773147797,0.885579971689217,1.0,False
043,32,11,16,0.1575340891774193,0.15016704475263085,0.8833855369662891,1.0,False
043,32,13,14,-0.6482293297787338,-0.7705829148978722,0.4489946802953373,1.0,False
043,32,13,15,-1.1297369436276652,-1.276613830618731,0.21568388742290323,1.0,False
043,32,13,16,-0.860770502729725,-0.7549783320115843,0.46299103399610786,1.0,False
043,32,14,15,-0.48150761384893137,-0.550959394771376,0.5869233069514834,1.0,False
043,32,14,16,-0.21254117295099118,-0.18782257208948075,0.8537469238499328,1.0,False
043,32,15,16,0.2689664408979402,0.23097543431121312,0.8205309922689167,1.0,False
043,33,11,12,1.1250862661557028,1.5843753620920857,0.12671482914939225,1.0,False
043,33,11,14,-0.36108794462014826,-0.4330130654444522,0.6691159579983277,1.0,False
043,33,11,15,-0.656071266396276,-0.8559076042297847,0.4015820745670824,1.0,False
043,33,11,16,-0.40234075464252994,-0.48716467627282106,0.6315264994733194,1.0,False
043,33,12,14,-1.486174210775851,-1.6668499240341776,0.10886482763974692,1.0,False
043,33,12,15,-1.7811575325519788,-2.1487289507257485,0.04309025970750775,0.4309025970750775,False
043,33,12,16,-1.5274270207982328,-1.7276319232841328,0.0987917595566135,0.987917595566135,False
043,33,14,15,-0.29498332177612774,-0.31476539730531916,0.7556642903468019,1.0,False
043,33,14,16,-0.04125281002238168,-0.04182592836104262,0.9669851703952971,1.0,False
043,33,15,16,0.25373051175374606,0.2728198926432002,0.787566340235234,1.0,False
043,34,11,12,0.6391203416955129,0.7025747143167197,0.49243691308749105,1.0,False
043,34,11,13,-0.5464831300341482,-0.600268179054554,0.5545592279745023,1.0,False
043,34,11,15,-0.7813516857857898,-0.8335743075241393,0.41098757267291053,1.0,False
043,34,11,16,-0.4388561402384381,-0.5566445114338592,0.5832395750656911,1.0,False
043,34,12,13,-1.185603471729661,-1.2275947928292663,0.23620996756591237,1.0,False
043,34,12,15,-1.4204720274813027,-1.4330233222847362,0.16605521987571553,1.0,False
043,34,12,16,-1.077976481933951,-1.265582463750818,0.2255548259258675,1.0,False
043,34,13,15,-0.23486855575164167,-0.23678705498284713,0.8144770148893065,1.0,False
043,34,13,16,0.10762698979571006,0.12624468087418858,0.9007327620476675,1.0,False
043,34,15,16,0.34249554554735173,0.3886468335861423,0.700070483490187,1.0,False
043,35,11,12,0.10358021080330326,0.1682715999894952,0.8676670969615595,1.0,False
043,35,11,13,-0.22709705065450247,-0.2896394277378626,0.7742263481553373,1.0,False
043,35,11,14,0.5733212032591526,0.7207317580284242,0.4827963514301733,1.0,False
043,35,11,16,0.3578519439471881,0.39276008886624353,0.6994512995906098,1.0,False
043,35,12,13,-0.33067726145780574,-0.4425792328360079,0.6616461705988843,1.0,False
043,35,12,14,0.4697409924558493,0.6187992711611419,0.5471195695716646,1.0,False
043,35,12,16,0.25427173314388485,0.2890896996396223,0.7764171644119948,1.0,False
043,35,13,14,0.8004182539136551,0.8881948053690162,0.38546406018341617,1.0,False
043,35,13,16,0.5849489946016906,0.5821952472874703,0.5664861601587449,1.0,False
043,35,14,16,-0.21546925931196448,-0.2125669703244104,0.8341933396609967,1.0,False
043,36,11,12,-0.596567829365696,-0.8241879882887722,0.41795509473066106,1.0,False
043,36,11,13,1.2782212239434587,1.8404638069861938,0.0776295728094556,0.7762957280945559,False
043,36,11,14,-0.5165568716867441,-0.6823520901594804,0.5004595635422528,1.0,False
043,36,11,15,-0.41859275795125184,-0.42478647330434816,0.6759257573153439,1.0,False
043,36,12,13,1.8747890533091547,2.6268902531062266,0.01621384201177922,0.1621384201177922,False
043,36,12,14,0.08001095767895183,0.10328543668661887,0.9186009574788812,1.0,False
043,36,12,15,0.17797507141444413,0.17814779528146962,0.8605863668669032,1.0,False
043,36,13,14,-1.7947780956302029,-2.401552667520682,0.024426861371454122,0.24426861371454123,False
043,36,13,15,-1.6968139818947106,-1.7349836698469672,0.10054110851198458,1.0,False
043,36,14,15,0.0979641137354923,0.09572979102225442,0.9246906724555772,1.0,False
045,31,12,13,0.18491958774324146,0.20735300580518945,0.8377127350354354,1.0,False
045,31,12,14,0.6035358533606581,0.9629033444560118,0.34361722208953105,1.0,False
045,31,12,15,0.127733425211094,0.13659841839659445,0.8939210899296549,1.0,False
045,31,12,16,0.02164018740747764,0.0382439581324219,0.9697359238345411,1.0,False
045,31,13,14,0.4186162656174166,0.4558880445091832,0.6527503907580872,1.0,False
045,31,13,15,-0.05718616253214748,-0.04968533948773922,0.9609236349282073,1.0,False
045,31,13,16,-0.16327940033576382,-0.18601494625062542,0.8542548658622594,1.0,False
045,31,14,15,-0.4758024281495641,-0.49544998196880663,0.629571290635415,1.0,False
045,31,14,16,-0.5818956659531804,-0.9591915632752812,0.34491049233085436,1.0,False
045,31,15,16,-0.10609323780361635,-0.11510274293392894,0.9106219589019002,1.0,False
045,32,11,13,-0.2492389575653653,-0.3471281834693504,0.7318339837748746,1.0,False
045,32,11,14,-0.2768329728975245,-0.35985495458151273,0.722002880618384,1.0,False
045,32,11,15,-2.1271176246103933,-3.294170173188083,0.0029605831440758304,0.029605831440758304,True
045,32,11,16,-0.2715926281437526,-0.3062676883292417,0.7638612426453775,1.0,False
045,32,13,14,-0.027594015332159216,-0.03370984069496717,0.9733994564529844,1.0,False
045,32,13,15,-1.877878667045028,-2.668526146934331,0.014842862811429028,0.14842862811429028,False
045,32,13,16,-0.02235367057838733,-0.024039839825763132,0.9811331046230152,1.0,False
045,32,14,15,-1.8502846517128688,-2.44755841401452,0.022488393746555875,0.22488393746555874,False
045,32,14,16,0.005240344753771886,0.005402364387672112,0.9957511619822098,1.0,False
045,32,15,16,1.8555249964666407,2.11998766003251,0.05324206996263993,0.5324206996263993,False
045,33,11,12,1.3362435705833007,1.927231237319108,0.06536129881096583,0.6536129881096584,False
045,33,11,14,0.23265196003925492,0.3201355817293056,0.7513331966632428,1.0,False
045,33,11,15,0.2740349322296405,0.3201527853661377,0.7521214016481695,1.0,False
045,33,11,16,0.8949875135446952,1.3445529606739905,0.1905253397987931,1.0,False
045,33,12,14,-1.1035916105440458,-1.4931342439130022,0.14843309235119598,1.0,False
045,33,12,15,-1.0622086383536602,-1.2258790469323855,0.2346441778208247,1.0,False
045,33,12,16,-0.4412560570386055,-0.6497320598372036,0.5226366288803911,1.0,False
