channel,start_position,test_type,group1,group2,f_stat,p_value,mean_diff,p_adj,lower,upper,reject
030,36,T-test (Bonferroni),Cue 14,Control,,0.008585903819644556,1.180353810736214,0.042929519098222776,,,True
030,36,T-test (Bonferroni),Cue 15,Control,,0.6910234135442733,0.1619149091014811,1.0,,,False
043,31,T-test (Bonferroni),Cue 12,Control,,0.016390947650086803,1.1030942925244986,0.08195473825043402,,,False
043,31,T-test (Bonferroni),Cue 13,Control,,0.8778625487576819,0.07271163418761017,1.0,,,False
043,31,T-test (Bonferroni),Cue 14,Control,,0.08831699585779869,0.9491068732906094,0.44158497928899343,,,False
043,31,T-test (Bonferroni),Cue 15,Control,,0.03919692431406432,1.3568054639739844,0.1959846215703216,,,False
043,31,T-test (Bonferroni),Cue 16,Control,,0.4146308875327527,0.32248360572627766,1.0,,,False
043,32,T-test (Bonferroni),Cue 11,Control,,0.5278811726268771,0.21984968271164496,1.0,,,False
043,32,T-test (Bonferroni),Cue 13,Control,,0.5790871011979679,0.17303276511812138,1.0,,,False
043,32,T-test (Bonferroni),Cue 14,Control,,0.6739898237305124,0.17614602432471238,1.0,,,False
043,32,T-test (Bonferroni),Cue 15,Control,,0.8060697529926523,0.09483148401880626,1.0,,,False
043,32,T-test (Bonferroni),Cue 16,Control,,0.7363468574508336,-0.12254405478081143,1.0,,,False
043,33,T-test (Bonferroni),Cue 11,Control,,0.3893293578363698,0.31317194725252495,1.0,,,False
043,33,T-test (Bonferroni),Cue 12,Control,,0.5884879760429045,-0.24827392694034733,1.0,,,False
043,33,T-test (Bonferroni),Cue 14,Control,,0.07227179980876862,0.6937756024680097,0.3613589990438431,,,False
043,33,T-test (Bonferroni),Cue 15,Control,,0.26730479955456327,0.4245703752504013,1.0,,,False
043,33,T-test (Bonferroni),Cue 16,Control,,0.10360959484036845,0.4751773607356198,0.5180479742018422,,,False
043,34,T-test (Bonferroni),Cue 11,Control,,0.7514033627303502,0.14723890227210257,1.0,,,False
043,34,T-test (Bonferroni),Cue 12,Control,,0.6418565802570494,-0.19255654033518232,1.0,,,False
043,34,T-test (Bonferroni),Cue 13,Control,,0.1665572346915692,0.5733265108412942,0.8327861734578459,,,False
043,34,T-test (Bonferroni),Cue 15,Control,,0.033859553506492134,0.8283477276141249,0.16929776753246067,,,False
043,34,T-test (Bonferroni),Cue 16,Control,,0.6427302052241664,0.23962218908593647,1.0,,,False
043,35,T-test (Bonferroni),Cue 11,Control,,0.11919367033832617,-0.5869580281189796,0.5959683516916309,,,False
043,35,T-test (Bonferroni),Cue 12,Control,,0.7715105261759618,-0.12013219513734841,1.0,,,False
043,35,T-test (Bonferroni),Cue 13,Control,,0.5394583485386529,-0.22330359048078985,1.0,,,False
043,35,T-test (Bonferroni),Cue 14,Control,,0.019628013997601782,-1.354505852870348,0.09814006998800891,,,False
043,35,T-test (Bonferroni),Cue 16,Control,,0.8580927932664255,0.06912694104258699,1.0,,,False
043,36,T-test (Bonferroni),Cue 11,Control,,0.023875434141464553,0.7254052131147475,0.11937717070732276,,,False
043,36,T-test (Bonferroni),Cue 12,Control,,0.0732216575981367,0.7180893106193542,0.3661082879906835,,,False
043,36,T-test (Bonferroni),Cue 13,Control,,0.4616373492727719,-0.35819475253118405,1.0,,,False
043,36,T-test (Bonferroni),Cue 14,Control,,0.5288696641275643,0.28848356775143547,1.0,,,False
043,36,T-test (Bonferroni),Cue 15,Control,,0.5139667635366898,0.34624673788324967,1.0,,,False
045,31,T-test (Bonferroni),Cue 12,Control,,0.07922598139425684,-0.5649005681594355,0.3961299069712842,,,False
045,31,T-test (Bonferroni),Cue 13,Control,,0.568384701959626,-0.20793023929296361,1.0,,,False
045,31,T-test (Bonferroni),Cue 14,Control,,0.03659691946942552,-0.6224884349872366,0.18298459734712758,,,False
045,31,T-test (Bonferroni),Cue 15,Control,,0.0334148987115899,-1.1293899459244643,0.16707449355794948,,,False
045,31,T-test (Bonferroni),Cue 16,Control,,0.05951605873707261,-0.6084751339146135,0.29758029368536304,,,False
045,32,T-test (Bonferroni),Cue 11,Control,,0.021073659400707382,-0.9336462839260122,0.1053682970035369,,,False
045,32,T-test (Bonferroni),Cue 13,Control,,0.06900911659552976,-0.6137281555840308,0.3450455829776488,,,False
045,32,T-test (Bonferroni),Cue 14,Control,,0.03206730427167953,-0.8727482254215037,0.16033652135839765,,,False
045,32,T-test (Bonferroni),Cue 15,Control,,0.6625892981774755,0.11056759445872455,1.0,,,False
045,32,T-test (Bonferroni),Cue 16,Control,,0.30492202372930766,-0.58302505225582,1.0,,,False
045,33,T-test (Bonferroni),Cue 11,Control,,0.06508862883842617,0.5570733651073208,0.32544314419213083,,,False
045,33,T-test (Bonferroni),Cue 12,Control,,0.6129744559013124,0.16389479867623713,1.0,,,False
045,33,T-test (Bonferroni),Cue 14,Control,,0.8061675476971144,0.10226201835159499,1.0,,,False
045,33,T-test (Bonferroni),Cue 15,Control,,0.499889232099169,0.28195536889932593,1.0,,,False
045,33,T-test (Bonferroni),Cue 16,Control,,0.8768899205145921,-0.06966925994436335,1.0,,,False
045,34,T-test (Bonferroni),Cue 11,Control,,0.4589980804689213,0.3359894609191749,1.0,,,False
045,34,T-test (Bonferroni),Cue 12,Control,,0.3843184075786189,-0.44236474548404114,1.0,,,False
045,34,T-test (Bonferroni),Cue 13,Control,,0.2422807838682649,-0.30229422744970247,1.0,,,False
045,34,T-test (Bonferroni),Cue 15,Control,,0.9928460845358178,0.003192631602338958,1.0,,,False
045,34,T-test (Bonferroni),Cue 16,Control,,0.7325186490997168,-0.17890629993129692,1.0,,,False
045,35,T-test (Bonferroni),Cue 11,Control,,0.8348830279814098,-0.08933580993904489,1.0,,,False
045,35,T-test (Bonferroni),Cue 12,Control,,0.009817141851178539,-0.7462264471958203,0.049085709255892694,,,True
045,35,T-test (Bonferroni),Cue 13,Control,,0.0015756008681329008,-1.3803593282925752,0.007878004340664505,,,True
045,35,T-test (Bonferroni),Cue 14,Control,,0.9516721178533939,-0.034625119020672335,1.0,,,False
045,35,T-test (Bonferroni),Cue 16,Control,,0.14796208533369926,-0.7082637507936587,0.7398104266684963,,,False
045,36,T-test (Bonferroni),Cue 11,Control,,0.013098703012609682,-1.0315832050815987,0.06549351506304842,,,False
045,36,T-test (Bonferroni),Cue 12,Control,,0.45231774003938374,-0.33825304474066753,1.0,,,False
045,36,T-test (Bonferroni),Cue 13,Control,,0.8706994662149047,0.08583211490575215,1.0,,,False
045,36,T-test (Bonferroni),Cue 14,Control,,0.2609229679860474,-0.4466744970302319,1.0,,,False
045,36,T-test (Bonferroni),Cue 15,Control,,0.9390396258752296,0.029627244834513844,1.0,,,False
