channel,start_poster,t_stat,p_value
019,31,1.4110722307654582,0.1755145999805131
023,31,-0.16844265105976283,0.8696756364626081
029,31,1.1878336855206155,0.2569481624200606
030,31,1.2521216117933927,0.23143615230287318
043,31,1.2792121105884484,0.2271670402431891
045,31,0.9456616433081886,0.36509153589541676
