channel,t_stat,p_value
019,1.5217166850155674,0.12812155541252895
023,1.5217166850155674,0.12812155541252895
029,1.5217166850155674,0.12812155541252895
030,1.5217166850155674,0.12812155541252895
043,1.5217166850155674,0.12812155541252895
045,1.5217166850155674,0.12812155541252895
